username,text,likes,retweets,replies,views,created_at,best_trend,trend_similarity,best_trend_position
cocoscap,"Pagando con Cocos, ¡pagás menos impuestos!

 Ahorrás hasta un 30% en plataformas como Meta Ads 

Además podés pagar directo desde los fondos comunes de inversión.",1,0,2,4000,2025-07-17T18:31:43.000Z,,0.0,
cocoscap,"¿Se viene un giro en el mercado?

Estamos en vivo analizando los últimos acontecimientos para ver dónde están las oportunidades de inversión 

Los esperamos:",7,1,8,8000,2025-07-14T22:24:25.000Z,,0.0,
cocoscap,"El INDEC informó el dato de inflación de junio y fue de 1,6%. En lo que va del año acumula un 39,4% interanual.",22,3,3,6000,2025-07-14T19:34:34.000Z,,0.0,
cocoscap,"Este lunes 19hs prendemos stream para analizar todo lo que está pasando en el Merval y ver dónde están las oportunidades de inversión.

¡Los esperamos! 
youtube.com/live/3NAt6Zgy4
…",4,0,3,4000,2025-07-13T12:32:17.000Z,,0.0,
cocoscap," El Gobierno decidió eliminar las LEFI, un instrumento clave de financiamiento de los bancos.
Esta medida impactó directamente en las tasas del mercado, que comenzaron a retroceder. 

Sin embargo, hacer tasa en pesos sigue siendo atractivo y los FCI son una gran opción si",16,4,4,5000,2025-07-11T21:52:34.000Z,,0.0,
cocoscap,"¿Sabías que podés pagar tus consumos directamente desde tu inversión?

Con Cocos, tu dinero no se queda quieto:
 Lo invertís en un fondo con rendimientos diarios
 Y podés usar la tarjeta Cocos para pagar directamente desde ahí.

Optimizá tus gastos sin resignar liquidez.
Hacé",3,0,0,3000,2025-07-11T17:47:33.000Z,,0.0,
cocoscap," Con el boom del comercio online, cada vez más compran en SHEIN, TEMU o AMAZON…

Pero pocos saben que hay una forma de ahorrar mucho más en cada compra 

¿Querés saber cómo? Te lo contamos acá ",10,2,5,3000,2025-07-10T18:37:44.000Z,,0.0,
cocoscap,Post feriado y pago de renta de bonos GD y AL.,11,0,9,4000,2025-07-10T13:43:49.000Z,,0.0,
cocoscap," ¿Estás planeando un viaje y querés que tu plata rinda más?

 Hoy a las 19hs en nuestro canal de YouTube, Ariel Sbdar, Damián Palais y Félix Marenco te cuentan cómo ahorrar e invertir para tu próximo destino 

 Sumate al vivo 
youtube.com/watch?v=tNR5qj
…",3,0,1,3000,2025-07-03T20:39:15.000Z,,0.0,
cocoscap,"Nuestros fondos ya superan los 800 mil millones de pesos administrados, posicionando a Cocos como la segunda gestora que más crece en Argentina .

Cada vez más argentinos eligen Cocos por su rendimiento, confianza y funcionalidad.

 Hay un fondo para cada perfil.
Conocé más",8,1,5,3000,2025-07-03T15:13:55.000Z,,0.0,
cocoscap,Bonos arrancan la jornada levemente al alza en un día con jornada reducida en la bolsa de Estados Unidos.,26,1,3,4000,2025-07-03T13:17:45.000Z,,0.0,
cocoscap,Bonos ahora,10,0,7,4000,2025-07-02T13:54:20.000Z,,0.0,
cocoscap,Tuki,6,1,4,4000,2025-07-01T14:45:53.000Z,,0.0,
cocoscap," Notificaciones que sí dan ganas de recibir.

Julieta cobró más de 247 dólares solo por invertir.
Pero… ¿cómo funciona un FCI?
Abro hilo ",7,0,8,6000,2025-07-01T14:42:42.000Z,,0.0,
cocoscap,"Beneficios de invertir en un FCI:  
 Rentabilidad: tu plata genera rendimientos diarios.  Liquidez: en fondos T+0 rescatas y suscribís en el momento, tu dinero disponible 24/7 y en los fondos T+1, solicitas el rescate y en 24hs tenés la plata en tu cuenta.  ",1,0,1,3000,2025-07-01T14:42:43.000Z,,0.0,
cocoscap,"¿Cuál eligió Julieta? 
 FCI Cocos Ahorro Dólares Un fondo en USD, ideal para quien quiere obtener rendimientos sin asumir mucho riesgo. 
 TNA estimada 4% 
 Disponible 24/7 (es T+0) 
 Podés pagar con tus rendimientos

Para más info sobre los horarios de suscripción y",2,0,1,3000,2025-07-01T14:42:44.000Z,,0.0,
cocoscap," Webinar de fondos
Mañana 19 h charlamos con 
@arielsbdar
 y Fermín López (Portfolio Manager de Cocos) sobre las estrategias de inversión de nuestros fondos, resultados y proyecciones para el segundo semestre.

Exclusiva para cuotapartistas. Inscripción por mail.",13,4,4,10000,2025-06-29T14:19:32.000Z,,0.0,
cocoscap," Nuestros asesores hablaron con 
@iProfesional
 tras la no reclasificación de Argentina por parte de MSCI.

 ¿En qué acciones conviene invertir en este contexto? Te lo contamos acá ",3,0,4,2000,2025-06-25T12:39:05.000Z,,0.0,
cocoscap,SE PRENDIÓ ESTO ,16,0,4,3000,2025-06-24T14:21:49.000Z,,0.0,
cocoscap," ¿Ya saben qué van a hacer con el aguinaldo?

Porque yo no tengo ni idea  pero por suerte hoy hay vivo en nuestro canal de YouTube y van a bajar data clave para potenciar esos pesos del aguinaldo.

 Los esperamos a todos en el chat a las 19hs",6,0,2,5000,2025-06-23T20:10:14.000Z,,0.0,
cocoscap,"Para pequeños y grandes ahorristas: cuáles son las nuevas oportunidades de inversión que eligen cada vez más argentinos -vía 
@cocoscap
-",7,3,0,8000,2025-06-23T15:40:27.000Z,,0.0,
cocoscap,"Chocolate caliente para afrontar el día helado 
Así da gusto arrancar la semana ",25,0,8,4000,2025-06-23T13:10:15.000Z,,0.0,
cocoscap,Si insisten. Voy por ustedes harinas ,1,0,2,3000,2025-06-21T13:45:52.000Z,,0.0,
cocoscap,"Repitan conmigo: el aguinaldo se invierte no se delira.

Y si lo invertís en los fondos de Cocos te aseguras la tasa más alta del mercado . 

 
cocos.capital/fondos",12,0,14,4000,2025-06-18T15:35:15.000Z,,0.0,
cocoscap,"Volviendo a Ros...
Pasando por el HQ de mi Broker ",30,2,6,11000,2025-06-12T21:13:43.000Z,,0.0,
cocoscap,"En Estados Unidos, en Argentina y en todo el mundo, la tarjeta Cocos, VUELA!",6,0,14,5000,2025-06-12T18:48:47.000Z,,0.0,
cocoscap,"Yo usé la Cocos card por recomendación de 
@OporOnlineAr
 para simplificar el proceso de pago y fue un éxito ",5,3,2,5000,2025-06-12T13:55:43.000Z,,0.0,
cocoscap,"UN COQUI TRAE MI PEDIDO DE RAPPI!!! 


Aprovechen que hay desayunos con 30% OFF Pagando con Cocos!!",3,0,8,4000,2025-06-07T13:00:25.000Z,,0.0,
cocoscap,"Es $1200 el techo del dólar?
#AsiLaVe la mesa",10,2,5,5000,2025-06-06T18:41:25.000Z,,0.0,
cocoscap,Se picó todo entre Trump y Elon... #HablaLaMesa sobre el tema del momento,4,1,3,3000,2025-06-06T16:15:31.000Z,,0.0,
cocoscap,Los escuchamos y lo aplicamos ;),6,0,4,4000,2025-06-06T13:36:40.000Z,,0.0,
cocoscap," ¡TENGAN CUIDADO!
 HAY MUCHO RANKING TRUCHO DANDO VUELTA

 El único verdadero es el de 
comparatasas.ar",7,0,7,4000,2025-06-05T20:14:59.000Z,,0.0,
cocoscap,"ETH subió 40% en el último mes! 

Venite si no te querés quedar afuera del mundo Crypto 
youtube.com/live/qey6FosD0
…",9,0,3,3000,2025-06-04T21:30:34.000Z,,0.0,
cocoscap,"Obvio que sí 

Y si tenés Android, lamentablemente... AHRE! 

Ya sea Android o Apple, podés asociar la tarjeta Cocos a la billetera del celu ",4,1,4,4000,2025-06-04T20:34:22.000Z,,0.0,
cocoscap," BlackRock compra Ethereum.
 Bitcoin rompe récords.
 ¿Y el resto de las cripto?

Hoy 18:30hs en vivo por YouTube te contamos TODO lo que está pasando en el mundo cripto.

 Activá la notificacón: 
youtube.com/watch?v=qey6Fo
…
@franperez_co
 @axelbeckerok",3,3,3,4000,2025-06-04T18:56:54.000Z,,0.0,
cocoscap,"Estamos en la #JobFair2025 de la 
@utditella
 

Nos vemos en el stand? Recibimos CV para pasantías ",5,1,2,2000,2025-06-04T13:43:57.000Z,,0.0,
cocoscap,¿Qué puede pasar con el bono BA37 si el oficialismo gana las elecciones bonaerenses? ¿Y si pierde?,23,5,4,8000,2025-06-03T18:14:21.000Z,,0.0,
cocoscap,"En qué invertir 100 USD en Crypto? 

Así armaría un portfolio conservador dentro de Crypto (no es una recomendación de inversión)

Todas estas cryptos podés comprarlas en 
@cocoscap
 

No te olvides de seguirnos para aprender más sobre Bitcoin y Criptomonedas ",5,2,0,2000,2025-05-30T20:54:31.000Z,,0.0,
cocoscap,"¿Qué empresa  te da orgullo?
@Mercadolibre
 @marcos_galperin
 @cocoscap
 @arielsbdar
 @A_Guaymallen
 @nhbasilotta
 @TechintEC
 @YPFoficial
 @Globant
 @arcor",32,8,4,13000,2025-05-30T21:10:54.000Z,,0.0,
cocoscap,"Es decir que hay 8177 personas que pusieron sus pesos a trabajar a la tasa más alta del mercadoTNA 34%
Esos si que no se pierden de hacer tasa el finde",6,0,6,3000,2025-05-30T19:43:56.000Z,,0.0,
cocoscap,"¡ACÁ ESTÁ LA VERDAD DE LA MILANESA!

#HablaLaMesa sobre la suba del dólar 

Para conocer las otras 2 razones  cocosgold@cocos.capital ",9,3,2,3000,2025-05-30T19:04:07.000Z,,0.0,
cocoscap,"¿Qué podés comprar con 48 mil pesos? 

-4 CEDEARs de $GOOGL
-4 ACCIONES de $PAMP 
-19 NOMINALES de AL30

Qué más comprarías con esa plata?",9,0,4,3000,2025-05-30T15:19:29.000Z,,0.0,
cocoscap,"Nunca había comprado una acción y hoy con 
@cocoscap
 es todo muy fácil. La verdad gracias. Excelente aplicación..",1,1,0,3000,2025-05-29T22:13:17.000Z,,0.0,
cocoscap,"Usando 
@cocoscap
 en Brasil con pesos argentinos. 

Gracias 
@arielsbdar
 me sacaste de apuro!!",3,1,2,4000,2025-05-29T23:46:22.000Z,,0.0,
cocoscap,"YA ESTAMOS! 

Venite: 
youtube.com/live/AdYr2BNUc
…",4,0,2,2000,2025-05-28T21:09:19.000Z,,0.0,
cocoscap," En 1 hora y 30 minutos prendemos en YouTube 

Tema clave: cómo impactan los impuestos en tus inversiones 

Venite que tener las cuentas claras también es parte de invertir bien ",2,0,3,3000,2025-05-28T19:30:29.000Z,,0.0,
cocoscap," Si tus sábados arrancan con medialunas, que también arranquen con descuento.

 Pagá con la tarjeta Cocos en Rappi y ahorrá mientras te cebas un mate!

 Pedila hoy desde la app y preparate para el finde.",2,0,2,2000,2025-05-28T13:11:52.000Z,,0.0,
cocoscap,"#AsíLaVe 
@diegocabot
 que pasó por el vivo de Cocos Gold y nos acercó su análisis sobre el año electoral y lo que puede suceder con la  economía.",5,3,5,4000,2025-05-23T16:12:50.000Z,,0.0,
cocoscap,"NOS LO PIDIERON Y SUCEDIÓ 

 Descuento en Rappi solo los sábados pagando con  Cocos 

 ¿Medialunas? ¿Brunch? ¿Algo dulce para arrancar el finde?
 Pagá con Cocos y ahorrá 30% 

 Pedí hoy tu tarjeta virtual desde la app y aprovechá el descuento.",25,5,6,108000,2025-05-23T15:02:23.000Z,,0.0,
cocoscap,"Se vino 
@diegocabot
 al stream de Cocos Gold.

Vamos a hablar de las elecciones en CABA, las de octubre y cómo está el
mercado en este escenario.

Venite: 
youtube.com/live/4AU2IFlcQ
…",3,0,1,2000,2025-05-23T11:55:05.000Z,,0.0,
cocoscap,"¿Sabías que tus dólares abajo del colchón solo agarran humedad y pierden valor? 

Sí, sí, les pasa eso, pero si los invertís en Cocos podés potenciarlos a una TNA del 8% ",17,0,9,4000,2025-05-22T13:30:43.000Z,,0.0,
cocoscap,Se puede usar la plata invertida en el COCOAUSD ,1,0,2,4000,2025-05-21T20:30:49.000Z,,0.0,
cocoscap,"@arielsbdar
 Y la Cocos Card sigue haciendo todo más fácil, ahora desde Athenas. 
@cocoscap",8,2,3,8000,2025-05-21T19:12:25.000Z,,0.0,
cocoscap,"DÓLAR BARATO

En Cocos el dólar está más barato que en el Banco",9,1,3,3000,2025-05-21T14:36:09.000Z,,0.0,
cocoscap,"Doble descuento en Tiendamia 

- Aplicá el cupón INFOVIAJERA-MIA y tené U$S 20 de descuento (primeras compras, mínimo  de compra 100 USD)
- Además U$S 30 Off pagando con la tarjeta de 
@cocoscap
 !   (Compra mínima U$S 60)
Te dejo el link
bit.ly/3hUqoIp

Meteleeeeeee",9,1,0,6000,2025-05-20T19:21:58.000Z,,0.0,
cocoscap,Última rueda de la semana y tímido el verde...,13,0,0,2000,2025-05-16T13:14:42.000Z,,0.0,
cocoscap,"@arielsbdar
 @cocoscap
  Exitosa la Card Cocos en Europa, hoy se lució en Taormina Sicilia Dolce&Gabana",17,2,7,7000,2025-05-15T20:21:50.000Z,,0.0,
cocoscap,Estrenamos stream mensual sobre Crypto! ¿Ya vieron la primera emisión? ,5,0,3,3000,2025-05-15T22:16:36.000Z,,0.0,
cocoscap,Llegamos para salvarles la vida,4,1,2,4000,2025-05-15T22:14:56.000Z,,0.0,
cocoscap,"Tuvo una corrección fuerte, pero ya acumula un crecimiento de +20% en 2025

¿De qué activo estoy hablando? ",6,1,12,5000,2025-05-15T15:12:06.000Z,,0.0,
cocoscap," Hay nuevos CEDEARs aprobados por CNV, y ya tenemos 2 favoritos:

 $ASML: gigante de semiconductores con moat tecnológico único. Provee las máquinas clave para fabricar chips avanzados (IA, autos, smartphones).

 $VIG: ETF de empresas que aumentan dividendos hace +10 años.",11,0,4,2000,2025-05-15T14:56:50.000Z,,0.0,
cocoscap,"Aprovechá el sale de inversiones en 
@cocoscap
 Entrá a la app de Cocos y descubrí todas ...",5,1,0,2000,2025-05-15T05:30:28.000Z,,0.0,
cocoscap,"Aquí vemos dos operaciones que hicimos con la tarjeta internacional de 
@cocoscap
 en España, una compra online y otra presencial

¡Qué bien funciona! 

¡Qué práctico pagar y listo, sin preocuparse por los impuestos!",8,1,5,4000,2025-05-14T14:24:25.000Z,,0.0,
cocoscap,La tarjeta internacional de Cocos funcionó muy bien para pagar en euros en España,11,4,1,13000,2025-05-14T13:19:23.000Z,,0.0,
cocoscap," Rapidito, antes de que arranque la jornada…
 Breve resumen de lo que pasó con el dólar la semana pasada",8,2,1,2000,2025-05-12T12:40:12.000Z,,0.0,
cocoscap,"TERRIBLE TORNEO DE PADDLE! 
Gracias a todos nuestros clientes de Cocos Pro que vinieron a jugar y disfrutar! ",12,1,6,4000,2025-05-11T14:21:28.000Z,,0.0,
cocoscap,"Empezamos a probar la tarjeta internacional de 
@cocoscap
 en Barcelona con lo importante: una Vichy Catalan ",23,4,10,25000,2025-05-10T19:24:19.000Z,,0.0,
cocoscap,Invetirmos y nos divertimos,7,0,1,3000,2025-05-10T19:13:11.000Z,,0.0,
cocoscap,"Se terminó la semana y no tuviste tiempo de informarte? 

Tranqui que para eso estamos nosotros ",19,6,1,7000,2025-05-09T22:28:40.000Z,,0.0,
cocoscap," ¡Queda una hora para que pongas tus pesos a generar tasa a la mejor TNA!

 Invertí en el FCI COCORMA ahora y hacé que tus pesos laburen por vos ",10,1,2,4000,2025-05-09T18:02:16.000Z,,0.0,
cocoscap," Día verde para Argentina en Wall Street:

  $MELI aencabeza la suba de los ADRs +8%
 3 ruedas verde para los Bonos en dólraes

 En lo local:
* Dólar oficial en baja porque el agro liquida
* El MEP cada vez más cerca del piso, cotiza $1140",11,0,12,4000,2025-05-08T19:11:57.000Z,,0.0,
cocoscap,"A 10 minutos de que abra el mercado, $MELI sube 8%",60,3,66,12000,2025-05-08T13:52:25.000Z,,0.0,
cocoscap,Debí comprar más $MELI cuando yo pude ,27,0,6,6000,2025-05-07T22:17:27.000Z,,0.0,
cocoscap,"Ya estamos en vivo con Más allá de Crypo!

Venite: 
youtube.com/watch?v=T0jEOj
…",4,0,0,3000,2025-05-07T21:31:42.000Z,,0.0,
cocoscap,"#HablaLaMesa ¿Qué va a pasar con las tasas en pesos? No lo sabemos, pero este es el análisis que hacen los asesores de Cocos",6,2,2,3000,2025-05-05T15:44:00.000Z,,0.0,
cocoscap,"#AsíLaVeCocos, un breve análisis sobre lo que pasó la semana pasada con el dólar",9,1,6,3000,2025-05-05T13:18:10.000Z,,0.0,
cocoscap," Hoy no hay mercado, pero los pesos siguen ahí... mirando cómo pierden valor.

 Pasate a dólares con Cocos y dejá de quedarte mirando.

 Desde la app. Rápido, simple y sin chamuyo.",4,0,13,5000,2025-05-02T13:04:00.000Z,,0.0,
cocoscap,"¡Feliz día a los que ponen el cuerpo, la cabeza y el corazón todos los días!

Y también a los que ponen a laburar su plata mientras descansan.
‍
Porque trabajar también es elegir con libertad cómo vivir.
‍",12,0,3,3000,2025-05-01T12:31:54.000Z,,0.0,
cocoscap,Se acabó la semana y #HablaLaMesa de Cocos con lo más importante de la semana y el mercado ,6,0,1,3000,2025-05-01T00:14:48.000Z,,0.0,
cocoscap," Se viene finde largo y muchos ya cobraron (sí, el sueldo )
¿Y los pesos? No los dejes dormir.
 Ponelos a la-bu-rar en el FCI COCORMA
 TNA estimada: 34,5%
 Desde la app, en 2 clics.",7,0,31,6000,2025-04-30T15:01:42.000Z,,0.0,
cocoscap,Yo invirtiendo en cocos porque el genio mal interpretó mi pedido,12,0,10,4000,2025-04-30T14:07:34.000Z,,0.0,
cocoscap," 10 DÓLARES parecen POCO, pero… 

 Mirá el poder de invertir a largo plazo en activos que tienen valor real…  

SI querés aprender a invertir, no te olvides de seguirnos 
@axelbeckerok
 @cocoscap
 

Y si tenés alguna duda o consulta, dejala en comentarios y te ayudamos ",9,2,0,3000,2025-04-29T23:06:17.000Z,,0.0,
cocoscap,"LE REGALAMOS UNA TARJETA COCOS AL MINISTRO DE ECONOMÍA!!! 

Ahora Toto Caputo va a poder pagar sus gastos en dólares con dólares usando la tarjeta Cocos ",67,25,63,144000,2025-04-29T12:46:07.000Z,,0.0,
cocoscap,¡Se largó nomás! ,15,1,8,4000,2025-04-23T14:00:35.000Z,,0.0,
cocoscap,"Algunos resultados de la temporada de balances para ver qué empresas rompieron el excel:

 GE ( $GE)
Reventó las expectativas:
 Revenue: USD 9.94B vs. 8.97B
 EPS: USD 1.49 vs. 1.26

 3M ( $MMM)
Masiva superación de estimaciones:
 Revenue: USD 5.95B vs. 5.80B
 EPS: USD",9,1,6,5000,2025-04-22T21:10:09.000Z,,0.0,
cocoscap," OJO con ESTO en BITCOIN 

2 gráficos que anticipan una GRAN subida para BITCOIN, ¿Se dará?

 Si no querés quedarte afuera, bajate la app de 
@cocoscap
 y empezá a invertir ahora ",6,1,3,3000,2025-04-22T18:06:05.000Z,,0.0,
cocoscap,"Se recupera Bitcoin, ya superó los 90K ",8,0,1,4000,2025-04-22T16:12:58.000Z,,0.0,
cocoscap,"Si se llega a ir Powell de la FED, ¿qué pasaría en el mercado? 

Leo sus hipótesis ",14,1,26,10000,2025-04-22T14:02:45.000Z,,0.0,
cocoscap,Cae el dolar!  ,34,2,25,10000,2025-04-21T17:31:51.000Z,,0.0,
cocoscap,Los futuros del oro alcanzaron un nuevo record: superaron los $3.400 dólares la onza!,10,0,6,5000,2025-04-21T13:03:04.000Z,,0.0,
cocoscap," 3 datos antes de que abra el mercado:

1.Wall Street rojo: temores por posible avance de Trump contra la Fed agitan a los futuros. El oro rompe récord y el dólar se debilita.

2.China endurece postura comercial: reduce compras a EE.UU. y sugiere  a otros países seguir el",9,0,5,5000,2025-04-21T12:36:15.000Z,,0.0,
cocoscap,Por suerte existe nuestra tarjeta que te simplifica todo este tema y podes pagar en pesos o dólares y ahorrar hasta 30% vs dólar tarjeta ,5,0,1,6000,2025-04-20T12:05:22.000Z,,0.0,
cocoscap,pagando con Cocos en Steam ,23,3,6,24000,2025-04-20T01:54:57.000Z,,0.0,
cocoscap,"Un éxito la tarjeta de cocos. Me salvo anoche porque la tarjeta del banco no me autorizaba pagar booking y tenia que llamar en días habiles. Con la de Cocos al instante y en pesos. 
@cocoscap
 @arielsbdar",31,4,12,14000,2025-04-19T13:13:08.000Z,,0.0,
cocoscap,"Del otro lado del mundo hay gente pagando con Cocos sus gastos en ¡LIBRAS ESTERLINAS! 

Sí, leíste bien: con la tarjeta Cocos pagás donde estés, en la moneda que sea, sin dramas!
 Vos poné la tarjeta, nosotros nos ocupamos del resto. ",11,0,20,9000,2025-04-16T12:21:40.000Z,,0.0,
cocoscap,"Usando 
@cocoscap
 en México, anda perfecto y mejor precio que cambiando usd 
@arielsbdar",46,4,27,40000,2025-04-15T20:37:51.000Z,,0.0,
cocoscap," ¡AHORA SÍ! 
Ya podés pagar todos tus consumos en dólares con la tarjeta Cocos  al mejor tipo de cambio y sin impuestos
 Pagás con pesos, con dólares,  con tus inversiones en FCI, y hasta con cryptos.

 Pedí tu tarjeta desde la app y empezá a ahorrar en cada compra!",45,2,92,44000,2025-04-15T17:32:21.000Z,,0.0,
cocoscap,"Estamos experimentando una alta demanda en la aplicación, lo que genera que algunos usuarios estén teniendo problema para loggearse en la app.

Nuestro equipo ya está trabajando para solucionarlo y volver a estar online para todos lo antes posible.",942,172,0,460000,2025-04-14T15:45:56.000Z,,0.0,
cocoscap," Ahora que salimos del cepo... ¿A qué activos le vemos atractivo?
 Te lo respondemos en este video ",46,11,228,83000,2025-04-14T13:49:51.000Z,,0.0,
cocoscap,"Faltando una hora para la apertura del mercado, así están los bonos.",235,31,161,172000,2025-04-14T13:03:57.000Z,,0.0,
cocoscap,"Arrancó el Día C! 
C de CHAU CEPO! ",673,56,299,160000,2025-04-14T11:22:04.000Z,,0.0,
cocoscap,"MAÑANA NO HAY CEPO!

Hablamos de lo que se viene a partir del Lunes 14 a las 22hs por Youtube 

¡Venganse!
youtube.com/live/QIG41Aq8m
…",34,7,20,22000,2025-04-14T00:35:08.000Z,,0.0,
cocoscap,Extendimos el horario del mercado hasta las 18hs y ya empezó a rebotar ,22,0,7,5000,2025-04-09T20:26:10.000Z,,0.0,
