username,text,likes,retweets,replies,views,followers,created_at
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,0,1,0,21600,2022-09-20T14:53:51.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3B5kaA4
Saludos.",1,0,0,0,21600,2022-09-13T14:06:40.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-09-12T18:36:45.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3qxXyDE 
Saludos.",1,0,0,0,21600,2022-09-12T18:37:11.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-09-12T18:18:43.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3QAM10L 
Saludos.",1,0,0,0,21600,2022-09-12T18:19:05.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,0,4,0,21600,2022-09-08T17:23:47.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3L2AZR6 
Saludos.",1,0,0,0,21600,2022-09-08T17:24:12.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-09-07T13:47:57.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3Bii7dw
Saludos.",2,0,0,0,21600,2022-09-07T13:48:28.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,0,3,0,21600,2022-09-07T12:11:58.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3CZQSpj
Saludos.",1,1,0,0,21600,2022-09-07T12:12:40.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,2,0,21600,2022-09-06T19:55:03.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3x1ldQw
Saludos.",1,0,0,0,21600,2022-09-06T19:55:31.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",3,0,1,0,21600,2022-09-06T17:46:44.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3emu2Ol 
Saludos.",2,0,0,0,21600,2022-09-06T17:47:10.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,2,0,21600,2022-09-06T15:31:57.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3qcQD2u
Saludos.",1,0,0,0,21600,2022-09-06T15:32:21.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,0,2,0,21600,2022-09-05T20:28:00.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3T8sxmL 
Saludos.",1,0,0,0,21600,2022-08-22T16:19:14.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-08-22T12:19:11.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3QITA6G
Saludos.",1,0,0,0,21600,2022-08-22T12:19:50.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,2,0,21600,2022-08-10T16:15:07.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3QvSXgc 
Saludos.",1,0,1,0,21600,2022-08-10T16:15:29.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-08-09T19:29:34.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3SE4Fr6
Saludos.",1,0,0,0,21600,2022-08-09T19:29:53.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,1,2,0,21600,2022-08-09T15:31:49.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3SDFJQb
Saludos.",2,0,0,0,21600,2022-08-09T15:32:27.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,0,3,0,21600,2022-08-08T17:53:05.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3BQmZXK
Saludos.",2,0,0,0,21600,2022-08-08T17:53:36.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-08-08T12:27:22.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3Qf2ite
Saludos.",1,0,1,0,21600,2022-08-08T12:27:52.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-08-08T12:25:26.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3QqIBxZ
Saludos.",1,0,0,0,21600,2022-08-08T12:25:58.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-08-05T16:52:59.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3vIeY3i 
Saludos.",1,0,1,0,21600,2022-08-05T16:53:24.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",2,1,2,0,21600,2022-08-05T15:42:37.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3P2MVCv 
Saludos.",1,0,1,0,21600,2022-08-05T15:43:07.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3o3upz6 
Saludos.",1,0,0,0,21600,2022-07-14T16:09:53.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-07-13T12:14:07.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3AQ4zGa
Saludos.",1,0,0,0,21600,2022-07-13T12:15:02.000Z
VisaArgentina,"Hola Fede, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",2,0,2,0,21600,2022-07-12T12:21:16.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3nWMVJg
Saludos.",1,0,0,0,21600,2022-07-12T12:21:49.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,2,0,21600,2022-07-11T20:51:05.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3c07UIp
Saludos.",1,0,0,0,21600,2022-07-11T20:51:33.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,1,1,0,21600,2022-07-11T16:23:05.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3nRaVgO
Saludos.",1,0,1,0,21600,2022-07-11T16:23:29.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-07-07T17:38:53.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3aqHorm
Saludos.",1,0,1,0,21600,2022-07-07T17:39:20.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,2,0,21600,2022-07-07T14:40:45.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3bTHJD9
Saludos.",1,0,0,0,21600,2022-07-07T14:41:12.000Z
VisaArgentina,"Hola Julio, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,0,1,0,21600,2022-07-05T13:02:12.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3uqyLDH
Saludos.",1,0,1,0,21600,2022-07-05T13:02:51.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,1,2,0,21600,2022-07-04T16:07:00.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3AxkcC6 
Saludos.",1,0,0,0,21600,2022-07-04T16:07:21.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-07-01T15:01:25.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3bBF9S5 
Saludos.",1,0,0,0,21600,2022-07-01T15:01:50.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-06-08T17:36:47.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3O1BACz
Saludos.",1,1,3,0,21600,2022-06-08T17:37:13.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",3,0,2,0,21600,2022-06-07T15:15:44.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/38VQH1w
Saludos.",1,0,1,0,21600,2022-06-07T15:16:20.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",3,1,1,0,21600,2022-06-02T20:46:54.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3m8Muut
Saludos.",1,0,2,0,21600,2022-06-02T20:47:20.000Z
VisaArgentina,"Hola Marcelo, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-06-02T17:37:33.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3x2SmKW
Saludos.",1,0,0,0,21600,2022-06-02T17:37:58.000Z
VisaArgentina,"Hola Mirian, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,0,1,0,21600,2022-06-02T16:05:48.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3GGvKEo
Saludos.",2,1,0,0,21600,2022-06-02T16:06:12.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,0,1,0,21600,2022-05-26T14:19:52.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3wQf4G3
Saludos.",0,0,1,0,21600,2022-05-26T14:20:15.000Z
VisaArgentina,"Hola Gaby, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-05-24T20:30:06.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3LJa5w4
Saludos.",1,0,0,0,21600,2022-05-24T20:30:31.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,0,1,0,21600,2022-05-24T15:00:55.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3Nw2TVj
Saludos.",2,0,1,0,21600,2022-05-24T15:01:38.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,1,0,21600,2022-05-20T16:38:50.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3PAwUW7
Saludos.",1,0,0,0,21600,2022-05-20T16:39:14.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,0,3,0,21600,2022-05-11T17:17:39.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3PeNF8P
Saludos.",2,0,0,0,21600,2022-05-11T17:18:06.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,3,0,21600,2022-05-09T18:51:56.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/38w4R9i
Saludos.",0,0,0,0,21600,2022-04-26T21:02:27.000Z
VisaArgentina,"Hola Marcelo, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,0,1,0,21600,2022-04-22T12:02:31.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3xGbW1s
Saludos.",0,0,1,0,21600,2022-04-22T12:03:06.000Z
VisaArgentina,"Hola Celeste, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mails. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",1,0,1,0,21600,2022-04-19T13:26:22.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3Mk8LAF
Saludos.",1,0,1,0,21600,2022-04-19T13:26:48.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,0,5,0,21600,2022-03-21T15:09:02.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/36dYnuM
Saludos.",1,0,3,0,21600,2022-03-21T15:09:31.000Z
VisaArgentina,"Hola Ballesteros. En este caso te sugerimos que hagas la respectiva denuncia ante las autoridades, lo comuniques a tu banco emisor y al correo electrónico: delitosinformaticos@visa.com.ar 1/2",1,0,3,0,21600,2022-03-15T21:32:42.000Z
VisaArgentina,"Recordá que Visa no envía correos electrónicos con enlaces, ni se comunica para verificar datos. Encontrá más información en: 
vi.sa/AsistenciaAR
Saludos. 2/2",2,0,3,0,21600,2022-03-15T21:33:13.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",0,1,3,0,21600,2022-03-15T13:15:59.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3q8wpqW
Saludos.",2,0,2,0,21600,2022-03-15T13:16:29.000Z
VisaArgentina,"Hola, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",4,0,3,0,21600,2022-03-08T12:12:49.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3vORrii
Saludos.",2,0,1,0,21600,2022-03-08T12:13:26.000Z
VisaArgentina,"Hola Lucia, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no realiza este tipo de llamadas. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",2,2,7,0,21600,2022-03-01T19:51:49.000Z
VisaArgentina,"Podés consultar nuestros consejos de seguridad en el siguiente link: 
vi.sa/3tmzKn3
Saludos. 2/2",2,1,4,0,21600,2022-03-01T19:52:14.000Z
VisaArgentina,"Hola Martina. En este caso te sugerimos que hagas la respectiva denuncia ante las autoridades, lo comuniques a tu banco emisor y al correo electrónico: delitosinformaticos@visa.com.ar
1/2",2,0,5,0,21600,2022-03-01T19:46:05.000Z
VisaArgentina,"Recordá que Visa no envía correos electrónicos con enlaces, ni se comunica para verificar datos. Encontrá más información en: 
vi.sa/AsistenciaAR
Saludos.
2/2",1,0,0,0,21600,2022-03-01T19:46:34.000Z
VisaArgentina,"Hola Jorge, muchas gracias por tu reporte. Ya canalizamos tu comentario con el área correspondiente. Te informamos que Visa no envía este tipo de mensajes. Nuestra comunicación se maneja a través de los bancos emisores de las tarjetas o a través de nuestros canales oficiales.",2,1,2,0,21600,2022-02-18T12:35:07.000Z
